UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
02/A-073-I/094-B-01/2,All Montney,12,930,240,,,,
00/B-073-I/094-B-01/0,All Montney,10,1672.693035,240,2558.689,14.22559411,47.93284329,61.56364962
02/B-073-I/094-B-01/0,All Montney,10,,168,2197.443,14.7469167,44.80218109,61.18809734
00/C-074-I/094-B-01/0,All Montney,5,735,150,2618.806667,19.15216625,,51.60273929
00/A-075-I/094-B-01/0,All Montney,7,660,170,1377.3,18.06645913,48.43774615,56.47884081
02/A-075-I/094-B-01/0,All Montney,13,174.5321115,185.7692308,3165.922308,9.256181405,49.89885195,61.64989829
00/B-075-I/094-B-01/0,All Montney,19,,175,1952.552632,,,
02/B-076-I/094-B-01/0,All Montney,17,,175,2007.488235,,,
00/B-077-I/094-B-01/0,All Montney,13,,231.1538462,1892.744615,,,
00/A-078-I/094-B-01/3,All Montney,11,,232.2727273,1266.750909,,,
02/A-078-I/094-B-01/0,All Montney,3,,484.3333333,4714,,,
02/A-078-I/094-B-01/2,All Montney,7,187.0332017,235.7142857,771.6416667,,,
03/A-078-I/094-B-01/0,All Montney,7,,255.7142857,1302.890909,,,
04/A-078-I/094-B-01/0,All Montney,5,,494.4,3626.774,,,
00/B-078-I/094-B-01/0,All Montney,9,,238.3333333,1400.855556,,,
00/C-085-I/094-B-01/0,All Montney,3,,175,953.35,13.487577,55,55.3
00/C-089-I/094-B-01/0,All Montney,,,,,,,
00/C-089-I/094-B-01/2,All Montney,,,,,,,
02/B-094-I/094-B-01/0,All Montney,12,,239.89,1584.283333,12.89387157,49.19754095,60.34692605
00/C-097-I/094-B-01/0,All Montney,4,,255,1572.075,,,
02/C-097-I/094-B-01/0,All Montney,9,,255,1577.246667,13.02488635,53.54037249,59.49107234
00/D-097-I/094-B-01/0,All Montney,8,,250,1668.4575,,,
00/C-075-J/094-B-01/0,All Montney,4,,175,2520.15,,,
00/A-011-I/094-B-07/0,All Montney,3,700,120,,,,
00/C-001-A/094-B-08/0,All Montney,9,,175,1276.788889,8.427233565,47.26715054,48.96086366
00/D-001-A/094-B-08/0,All Montney,9,,175.3944444,1291.611111,8.16747473,55.1316719,50.78489655
00/C-002-A/094-B-08/0,All Montney,12,,175,1266.191667,8.316771654,47.21362072,51.10743074
00/D-002-A/094-B-08/0,All Montney,11,,175,1275.472727,8.210487377,55.31523428,50.28075366
00/C-003-A/094-B-08/0,All Montney,10,,191,1256.781818,12.55885627,39.11067807,58.57469077
02/C-003-A/094-B-08/0,All Montney,10,,250,1842.6,11.4185392,49.99417159,58.42593242
03/C-003-A/094-B-08/0,All Montney,,,,,,,
00/D-003-A/094-B-08/0,All Montney,9,,185.5555556,1362.872727,11.80536567,44.87759679,59.54086955
02/D-003-A/094-B-08/0,All Montney,9,,250,1674.944444,,,
03/D-003-A/094-B-08/0,All Montney,11,,160,1378.5,9.286894594,55.57824364,53.3708197
00/D-004-A/094-B-08/0,All Montney,,,,,,,
02/D-004-A/094-B-08/0,All Montney,12,,194,1724.526667,,,
00/C-005-A/094-B-08/0,All Montney,9,,232.2222222,1886.868889,,,
02/C-005-A/094-B-08/0,All Montney,9,,236.1111111,1886.868889,,,
00/D-005-A/094-B-08/0,All Montney,6,,185.8333333,2150.833333,,,
02/D-005-A/094-B-08/0,All Montney,10,523.5165339,239.2,1914.244,,,
00/B-006-A/094-B-08/0,All Montney,8,,250,1813.6,,,
00/C-006-A/094-B-08/0,All Montney,10,612.6540547,240,1832.114,13.32945692,50.62365008,61.92470851
02/C-006-A/094-B-08/0,All Montney,10,,240,2069.6,,50.19216507,63
03/C-006-A/094-B-08/0,All Montney,9,,204.3644444,1561.471111,,,
00/D-006-A/094-B-08/0,All Montney,11,382.3684228,240,1526.381818,14.87395601,48.69886534,61.35476754
02/D-006-A/094-B-08/0,All Montney,12,,265,2046.583333,14.87395601,48.69886534,61.35476754
03/D-006-A/094-B-08/0,All Montney,9,,198.2588889,1759.33,,,
04/D-006-A/094-B-08/0,All Montney,8,,200,1751.81875,,,
00/A-007-A/094-B-08/0,All Montney,8,432,263.125,1881.2,,,
00/B-007-A/094-B-08/0,All Montney,10,,250,1520.63,,,
00/D-008-A/094-B-08/2,All Montney,16,,115,843.946875,,,
00/C-029-A/094-B-08/0,All Montney,,,,,,,
00/C-031-A/094-B-08/0,All Montney,5,350,,,,,
00/C-033-A/094-B-08/0,All Montney,16,,121.75,910.060625,8.430125878,53.49494655,60.51789949
03/C-033-A/094-B-08/0,All Montney,,,,,,,
00/D-042-A/094-B-08/0,All Montney,5,1700,100,705.68,6.858655481,47.07351774,45.52475626
02/D-044-A/094-B-08/2,All Montney,11,,150,854.47,,,
00/A-053-A/094-B-08/0,All Montney,16,,131.4375,1004.525,9.20448284,56.41199572,
02/A-053-A/094-B-08/0,All Montney,14,,173.9285714,1056.257143,9.784959696,52.10029908,35
00/B-053-A/094-B-08/0,All Montney,23,,101.7391304,843.2782609,,,
02/B-053-A/094-B-08/0,All Montney,23,,109.7826087,745.373913,8.753221571,52.63077017,
00/C-054-A/094-B-08/0,All Montney,,,,,,,
00/B-075-A/094-B-08/0,All Montney,18,,150,1032.073333,6.811849535,51.16635973,54.49326026
00/A-076-A/094-B-08/0,All Montney,16,,150,891.704375,,,
02/A-076-A/094-B-08/0,All Montney,16,,150,891.704375,,,
02/A-083-A/094-B-08/0,All Montney,20,,123,782.325,7.74987554,50.48092725,51.88953514
03/A-083-A/094-B-08/0,All Montney,21,,111.6666667,841.447619,9.073707778,50.18090762,62.80124163
00/B-083-A/094-B-08/0,All Montney,17,,150,1040.647059,,,
02/B-083-A/094-B-08/0,All Montney,18,,150,984.8055556,,,
00/D-092-A/094-B-08/0,All Montney,27,,108.7407407,1372.744444,8.042918181,43.78890383,55.26979805
00/B-093-E/094-B-08/0,All Montney,8,,149.44625,1676.75,8.062974029,50.1557098,60.63420325
02/B-093-E/094-B-08/0,All Montney,10,,176.597,1335.95,9.601616078,44.30094297,58.29266866
00/A-094-E/094-B-08/0,All Montney,10,850,160,2274.084,12.4022999,50.4748179,63.46531286
02/A-094-E/094-B-08/0,All Montney,10,,175.869,1273.23,9.946497491,42.91333669,56.55449715
00/D-049-F/094-B-08/2,All Montney,1,,200,1629,,,
00/B-070-F/094-B-08/0,All Montney,8,820,140,1944.437778,,,
00/A-076-F/094-B-08/0,All Montney,8,1200,255,1869.24875,16.45859432,38.54588632,61.66444368
02/A-076-F/094-B-08/0,All Montney,6,,155.8333333,1936.133333,7.49594392,59.19806546,52.35479543
00/B-076-F/094-B-08/2,All Montney,8,845,165,2858.50875,,,
02/B-076-F/094-B-08/0,All Montney,10,,173.63,1885.89,8.087047495,59.66274385,52.97788047
00/C-087-F/094-B-08/0,All Montney,8,1375,,,,,
00/D-022-G/094-B-08/0,All Montney,1,,200,1193.166667,,,
00/D-046-G/094-B-08/0,All Montney,,560,135,,,,
00/C-053-G/094-B-08/0,All Montney,8,,173.7125,1503.0375,8.55737465,70.39280272,61.53015061
00/D-054-G/094-B-08/0,All Montney,9,,173.3866667,1331.583333,8.59667788,61.1308503,57.43477203
02/D-054-G/094-B-08/0,All Montney,8,,174.75875,1239.1375,10.07103025,62.86770233,57.32060607
03/D-054-G/094-B-08/0,All Montney,9,,169.2322222,1668.901111,8.497203117,71.72250423,63.31217663
00/C-058-G/094-B-08/0,All Montney,7,,175,1504.428571,,,
02/C-058-G/094-B-08/0,All Montney,9,,175,1495.744444,8.499864058,60.4,58.67084819
00/D-059-G/094-B-08/2,All Montney,9,,175,2000.055556,,,
00/A-068-G/094-B-08/0,All Montney,8,,175,1424.225,8.492704636,58.72701748,54.97247803
00/D-072-G/094-B-08/0,All Montney,9,1177,174.4444444,1497.355556,,,
02/D-072-G/094-B-08/0,All Montney,9,,175,1498.318889,9.170374318,54.49011009,57.49544694
03/D-072-G/094-B-08/0,All Montney,10,,169.61,1422.8,9.423452347,49.65061428,53.17042592
00/C-079-G/094-B-08/0,All Montney,,,,,,,
00/A-082-G/094-B-08/0,All Montney,9,811,125,1838.1125,,,
00/B-095-G/094-B-08/2,All Montney,9,922.4055556,175,1226.6,,,
02/B-095-G/094-B-08/0,All Montney,9,961.3722222,175,1129.766667,9.605036438,57.39660599,57.1295174
02/A-096-G/094-B-08/0,All Montney,9,1027,175,,,,
00/D-096-G/094-B-08/2,All Montney,9,1015,168.3333333,,,,
00/B-100-G/094-B-08/2,All Montney,9,,175,2000.055556,,,
00/A-002-H/094-B-08/0,All Montney,75,,55,358.7165333,,,
02/A-002-H/094-B-08/0,All Montney,21,,88.45238095,924.7904762,,,
02/B-002-H/094-B-08/0,All Montney,25,,120,961.8008,,,
00/C-002-H/094-B-08/0,All Montney,10,,180,1077.19,,,
00/B-003-H/094-B-08/0,All Montney,5,880,76.42,560.92,8.714440562,37.61556728,52.6084718
00/C-003-H/094-B-08/0,All Montney,12,,114.55,952.5083333,7.535922695,47.31857189,52.38205353
02/C-003-H/094-B-08/0,All Montney,2,,80,619.55,,,
03/C-003-H/094-B-08/0,All Montney,,,,,,,
03/C-003-H/094-B-08/2,All Montney,15,,120,665.9333333,,,
02/D-003-H/094-B-08/0,All Montney,67,,55,371.4268657,,,
03/D-003-H/094-B-08/0,All Montney,25,,120,933.132,,,
04/D-003-H/094-B-08/0,All Montney,68,,55,346.4029412,,,
05/D-003-H/094-B-08/0,All Montney,26,,120,1066.588462,,,
00/D-004-H/094-B-08/0,All Montney,5,4740,100,121.1,,,
00/D-006-H/094-B-08/0,All Montney,17,,130.5882353,976.6,,,
00/C-009-H/094-B-08/0,All Montney,20,,100,1077.874,,,
00/A-015-H/094-B-08/0,All Montney,21,,145.7142857,880.7857143,9.48750767,53.34239122,55.39493688
02/A-015-H/094-B-08/0,All Montney,23,,110.4347826,1267.091739,7.513475772,54.41516088,57.03462403
00/B-015-H/094-B-08/0,All Montney,21,,145.7142857,888.2995238,8.260508096,53.32164542,56.30322776
02/B-015-H/094-B-08/0,All Montney,21,,117.0952381,774.8380952,8.696538253,57.32007427,62.7736929
00/C-035-H/094-B-08/0,All Montney,8,555,242.75,1416.9875,10.56081829,49.4725421,55.5409716
00/C-039-H/094-B-08/0,All Montney,25,,149.58,1184.616,7.657304983,53.45177475,55.95102784
02/C-039-H/094-B-08/0,All Montney,25,,148.94,1274.836,7.886190475,53.58008907,56.74826704
00/D-043-H/094-B-08/0,All Montney,7,565,237.8571429,1394.365714,8.444682795,47.58137361,52.59929553
02/D-043-H/094-B-08/0,All Montney,10,,240,1437.88,8.453421306,45.48190099,56.21329911
00/B-044-H/094-B-08/0,All Montney,9,,200,997.3333333,,,
00/C-044-H/094-B-08/0,All Montney,8,,200,1105.7125,8.965797732,54.99915891,53.93199973
00/B-045-H/094-B-08/0,All Montney,10,420,196,1017.3,,,
00/C-045-H/094-B-08/0,All Montney,15,,115.4666667,,,,
00/C-045-H/094-B-08/2,All Montney,15,,120,,,,
02/C-045-H/094-B-08/0,All Montney,12,,133.3333333,,,,
00/B-049-H/094-B-08/0,All Montney,10,,200,1112.203,10.83912406,51.50851238,52.96656618
02/B-049-H/094-B-08/0,All Montney,19,,90,1077.796316,,,
03/B-049-H/094-B-08/0,All Montney,17,,120,976.6,7.204900571,45.34629099,
04/B-049-H/094-B-08/0,All Montney,22,,100,1488.972727,,,
05/B-049-H/094-B-08/0,All Montney,21,,136.1904762,1542.074762,7.153181818,48.91818182,56.59850274
00/C-049-H/094-B-08/0,All Montney,16,,90,1031.89375,,,
00/C-055-H/094-B-08/0,All Montney,14,276.2706053,140.8571429,968.0928571,9.223394361,45.05560893,
00/C-065-H/094-B-08/0,All Montney,,,,,,,
00/B-075-H/094-B-08/0,All Montney,20,,82,984.23,,,
00/B-085-H/094-B-08/0,All Montney,9,,240,1210.055556,,,
00/C-085-H/094-B-08/0,All Montney,5,700,99.92,138.76,8.231875608,43.44457551,55.32843532
00/C-015-I/094-B-08/3,All Montney,2,,17.5,,,,
00/D-037-I/094-B-08/0,All Montney,8,690,98.5,799.79,9.546913644,51.58154969,47.84988406
00/A-040-I/094-B-08/0,All Montney,,,,,,,
00/C-057-I/094-B-08/0,All Montney,,,,,,,
00/B-078-I/094-B-08/2,All Montney,8,399,143.75,952.925,9.785377607,52.38928332,48.37260154
02/D-094-I/094-B-08/6,All Montney,1,,153.5,,,,
00/C-007-J/094-B-08/0,All Montney,9,,169.4444444,,,,
00/C-023-J/094-B-08/0,All Montney,9,,175,1529.111111,9.219663578,61.08192007,59.9847607
02/C-023-J/094-B-08/0,All Montney,10,268.6671437,175,1528.24,10.16719028,55.67580538,58.15381408
03/C-023-J/094-B-08/0,All Montney,9,,175.03,1497.277778,10.26146785,53.82663292,55.30165189
00/D-024-J/094-B-08/0,All Montney,10,,175,1416.68,9.809865852,56.96044521,55.65008429
00/C-029-J/094-B-08/0,All Montney,11,,175,1303.945455,8.576146316,56.07908016,48.46915424
02/C-029-J/094-B-08/0,All Montney,12,,175,1212.883333,8.564718371,54.31840243,43.33411774
00/D-029-J/094-B-08/0,All Montney,9,,174.8666667,1129.766667,9.605036438,57.39660599,57.1295174
02/D-029-J/094-B-08/0,All Montney,12,,175,1474.733333,,,
00/C-041-J/094-B-08/2,All Montney,12,,156.25,1438.55,,,
00/B-012-K/094-B-08/0,All Montney,9,415.7459817,175,1913.628889,7.899805129,51.35716988,63.24788825
00/B-012-K/094-B-08/2,All Montney,9,485,127.2222222,1955.475,,,
00/C-012-K/094-B-08/2,All Montney,8,,175,1955.475,6.97225105,58.13556692,63.51212228
00/A-013-K/094-B-08/0,All Montney,8,481,101.875,1913.628889,,,
00/C-024-K/094-B-08/0,All Montney,,,,,,,
00/A-038-K/094-B-08/0,All Montney,16,,175,1554.0625,,,
02/A-038-K/094-B-08/0,All Montney,15,,173.508,1560.133333,10.74651184,45.63153277,56.65939988
03/A-038-K/094-B-08/0,All Montney,15,,175,1549.066667,,,
04/A-038-K/094-B-08/0,All Montney,14,,175,1274.735714,,,
00/D-047-K/094-B-08/0,All Montney,11,,175,1371.554545,,,
00/B-091-K/094-B-08/2,All Montney,5,551.52629,100,879.06,,,
00/D-023-L/094-B-08/0,All Montney,7,1000,255,1996,,,
00/C-044-L/094-B-08/0,All Montney,5,,170,1183.125,,,
00/D-048-A/094-B-09/0,All Montney,,,,,,,
00/B-079-A/094-B-09/2,All Montney,9,255,123.4477778,167.9333333,2.051797009,48.82385206,48.51018261
00/C-037-B/094-B-09/0,All Montney,,,,,,,
00/A-052-B/094-B-09/0,All Montney,10,,175,1385.77,14.39684932,50.55984141,45.8
00/A-059-B/094-B-09/2,All Montney,8,,134.375,896.7875,6.922816623,55.75419583,51.97436167
00/C-033-C/094-B-09/0,All Montney,3,955.8717187,125,920.44,,,
00/B-010-D/094-B-09/0,All Montney,2,,110,747.95,,,
00/B-010-D/094-B-09/2,All Montney,1,,100,525.7,,,
00/C-031-E/094-B-09/0,All Montney,,,,,,,
00/C-041-F/094-B-09/0,All Montney,12,,165.4166667,1434.358333,12.1638706,51.37787785,55.90199006
00/B-051-F/094-B-09/0,All Montney,12,,174.5833333,1497.275,,,
00/C-023-G/094-B-09/0,All Montney,12,730,100,1162.333333,,,
00/A-079-G/094-B-09/0,All Montney,30,,92.4,876.1,8.824669939,44.64530454,55.17794011
02/A-079-G/094-B-09/0,All Montney,24,,144.1666667,961.5833333,9.955975388,44.9087426,50.54691048
03/A-079-G/094-B-09/0,All Montney,22,,136.9545455,903.64,9.990768267,39.9649627,48.6719568
00/A-091-G/094-B-09/0,All Montney,21,,80.47619048,812.8904762,10.04545455,34.81820799,56.15454545
00/A-096-G/094-B-09/2,All Montney,10,225,53,164.7,,,
00/D-025-H/094-B-09/0,All Montney,18,,98.88888889,918.4261111,9.548284951,37.20051844,52.50011409
00/C-031-H/094-B-09/0,All Montney,,,,,,,
00/A-034-H/094-B-09/0,All Montney,18,220.5298109,100,645.7038889,10.23500734,33.97714067,49.04204038
00/A-035-H/094-B-09/0,All Montney,18,,100,654.6483333,10.23500734,33.97714067,49.04204038
00/C-052-H/094-B-09/2,All Montney,10,,124,964.764,6.757889732,55.06453908,47.86243024
02/C-052-H/094-B-09/0,All Montney,,,,,,,
00/D-053-H/094-B-09/0,All Montney,9,,124,891.2222222,7.996533432,55.51786019,46.90200903
00/D-057-H/094-B-09/2,All Montney,1,1300,,,,,
00/D-067-H/094-B-09/0,All Montney,10,250,160.3,881.39,,,
00/A-100-H/094-B-09/0,All Montney,11,435,158.27,783.2090909,8.849357538,55.57758234,58.76494256
02/A-100-H/094-B-09/0,All Montney,18,,95,603.9277778,,,
03/A-100-H/094-B-09/0,All Montney,19,,95,628.5342105,,,
04/A-100-H/094-B-09/0,All Montney,17,,84.33588235,537.3164706,9.389953407,34.93424669,52.21939515
05/A-100-H/094-B-09/0,All Montney,17,,82.37529412,637.0029412,9.301168893,37.84824126,54.81351417
00/B-100-H/094-B-09/0,All Montney,20,,82.80952381,738.6604762,8.054516554,39.28927398,50.10654835
02/B-100-H/094-B-09/0,All Montney,20,,80,760.9933333,,,
03/B-100-H/094-B-09/0,All Montney,20,,79.3025,569.3015,7.955263158,36.2887767,49.16526316
00/C-001-I/094-B-09/0,All Montney,18,377.7035104,61,433.2794444,5.59,42.89997831,32.42894737
00/D-002-I/094-B-09/2,All Montney,17,,65,562.0505882,5.465851215,40.69014167,40.83131633
00/A-012-I/094-B-09/0,All Montney,18,,61,433.2794444,,,
00/C-023-I/094-B-09/0,All Montney,,,,,,,
00/D-045-I/094-B-09/0,All Montney,18,,61,502.335,,,
00/A-054-I/094-B-09/0,All Montney,18,300,55.28666667,502.335,5.683517263,47.58590834,39.00148607
00/A-056-I/094-B-09/0,All Montney,,,,,,,
02/A-056-I/094-B-09/0,All Montney,,,,,,,
03/A-056-I/094-B-09/0,All Montney,,,,,,,
00/A-060-I/094-B-09/0,All Montney,,,,,,,
00/B-060-I/094-B-09/0,All Montney,10,,175,1450.61,9.76512235,31.79577298,47.70383585
00/D-060-I/094-B-09/0,All Montney,,,,,,,
00/A-072-I/094-B-09/2,All Montney,17,311.1294118,48.42352941,580.3453059,,,
02/A-072-I/094-B-09/0,All Montney,18,719.4444444,62.92222222,,,,
00/D-081-I/094-B-09/0,All Montney,,,,,,,
00/B-093-I/094-B-09/0,All Montney,,,,,,,
00/C-100-I/094-B-09/2,All Montney,8,330,175,1291.94,7.143795194,52.94920916,53.65551396
02/C-100-I/094-B-09/0,All Montney,9,,166.7655556,1499.733333,10.02691812,56.7428446,52.28921882
03/C-100-I/094-B-09/0,All Montney,9,,145.9377778,2407.722222,8.586486075,56.42352199,54.80780359
00/D-100-I/094-B-09/0,All Montney,20,,95.701,1097.16,11.0047619,49.26189617,49.4
02/D-100-I/094-B-09/0,All Montney,20,,98.598,889.025,11.31876213,46.52025874,45.20062034
00/A-010-J/094-B-09/0,All Montney,1,420,150,1314.833333,16.40600837,48.91908987,46.61161364
02/A-010-J/094-B-09/0,All Montney,,,,,,,
00/C-022-J/094-B-09/0,All Montney,18,380,97.22222222,611.55,9.829638714,39.12561779,54.45409206
00/D-022-J/094-B-09/0,All Montney,15,611,80,1209.118182,7.544982936,49.70585596,57.74505285
00/D-023-J/094-B-09/0,All Montney,18,,79.94777778,554.5138889,8.234613631,35.99359607,46.85528636
02/D-023-J/094-B-09/0,All Montney,22,,78.86363636,725.9863636,9.617008208,32.72432059,56.62885353
00/A-051-J/094-B-09/0,All Montney,10,350,125,1423.6,9.134779282,35.37025222,52.72501577
02/A-051-J/094-B-09/0,All Montney,11,300,175,1376.308182,9.693447709,38.14358963,49.10811019
00/A-056-J/094-B-09/0,All Montney,8,1475,204.8,1522.89375,10.49099207,50.32311923,55.16241202
00/A-057-J/094-B-09/0,All Montney,9,708.0691973,130.1777778,1929.877778,,,
00/B-057-J/094-B-09/0,All Montney,9,1779.727162,126.3222222,1932.833333,,57.81574937,
00/A-064-J/094-B-09/2,All Montney,9,650.0109059,155,987.5444444,9.469757761,53.36713509,52.2835968
00/D-064-J/094-B-09/0,All Montney,9,1280.705131,150,1222.4,,,
00/D-067-J/094-B-09/0,All Montney,,635,200,,,,
00/C-075-J/094-B-09/0,All Montney,9,390,175,1017.384889,,,
00/D-079-J/094-B-09/0,All Montney,8,555,253.75,1177.588889,9.521427021,50.17561307,56.57853995
00/A-080-J/094-B-09/0,All Montney,9,1062.501538,175,1389.955556,,,
00/A-088-J/094-B-09/0,All Montney,8,225,256.3,1286.9375,10.08319363,49.37262008,49.19053179
00/A-091-J/094-B-09/0,All Montney,11,1145,120,1897.290909,,,
02/A-091-J/094-B-09/0,All Montney,8,435,131,1684.31875,,,
03/A-091-J/094-B-09/0,All Montney,9,,166.7655556,1499.733333,10.02691812,56.7428446,52.28921882
00/D-091-J/094-B-09/0,All Montney,,,,,,,
00/B-096-J/094-B-09/0,All Montney,9,,155,1222.4,,,
00/A-097-J/094-B-09/0,All Montney,9,415.7494444,155,1093.82,,,
02/A-097-J/094-B-09/0,All Montney,9,702.2222222,169,1093.82,,,
00/B-011-K/094-B-09/2,All Montney,8,1000,255,1442.3125,17.4,50,57.70484307
00/C-011-K/094-B-09/0,All Montney,8,775,225,1485.875,18.09607639,45.40599218,53.27930344
02/C-011-K/094-B-09/0,All Montney,11,704,255.1,1876.227273,,,
00/D-019-L/094-B-09/0,All Montney,,988,100,896.45,,,
00/D-019-L/094-B-09/2,All Montney,,988,125,947.8,,,
00/A-044-L/094-B-09/0,All Montney,10,,144.381,3028.38,9.411727588,69.7888074,67.66695251
00/A-017-A/094-B-15/2,All Montney,8,450,170,952.4888889,,,
00/C-071-A/094-B-15/0,All Montney,8,176.9701057,255,,,,
00/C-092-A/094-B-15/2,All Montney,8,250,250,2687.25,,,
00/A-031-B/094-B-15/0,All Montney,2,2800,160,223.1866667,,,
00/C-043-C/094-B-15/0,All Montney,5,150,108.972,1419.08,9.426666667,47.58571429,54.95
00/B-007-F/094-B-15/0,All Montney,1,1240,,,,,
00/C-081-H/094-B-15/0,All Montney,11,175,172.7272727,1404,8.703097222,54.60938533,49.90504915
00/A-015-A/094-B-16/0,All Montney,17,359.1987744,46.41176471,321.005,5.66791274,37.52222222,40.71907942
00/C-022-A/094-B-16/0,All Montney,18,254.0933656,99,488.4111111,6.570200784,43.13858415,46.93159787
02/B-026-A/094-B-16/0,All Montney,,,,,,,
00/C-026-A/094-B-16/0,All Montney,,,,,,,
00/A-027-A/094-B-16/0,All Montney,,,,,,,
02/A-027-A/094-B-16/0,All Montney,,,,,,,
03/A-027-A/094-B-16/0,All Montney,,,,,,,
04/A-027-A/094-B-16/0,All Montney,,,,,,,
00/B-027-A/094-B-16/0,All Montney,,,,,,,
02/B-027-A/094-B-16/0,All Montney,,,,,,,
03/B-027-A/094-B-16/0,All Montney,,,,,,,
00/A-046-A/094-B-16/0,All Montney,9,441.1082997,129.49,684.6888889,10.36432071,50.19138374,49.35026376
00/D-072-A/094-B-16/0,All Montney,,,,,,,
00/B-078-A/094-B-16/0,All Montney,,,,,,,
00/C-089-A/094-B-16/2,All Montney,35,,31,364.8351429,5.509318589,41.37649101,43.23247649
02/C-089-A/094-B-16/2,All Montney,20,,31,291.4845,7.209731899,44.10575152,42.20275914
00/C-093-A/094-B-16/0,All Montney,,504.3693249,165,,,,
00/C-093-A/094-B-16/0,All Montney,,126.0923312,155,,,,
00/A-095-A/094-B-16/0,All Montney,9,,123.7988889,1986,8.053597729,55.73385087,52.89446745
02/A-095-A/094-B-16/0,All Montney,11,,176.3309091,1519.509091,8.977259103,58.09048317,47.94436361
03/A-095-A/094-B-16/0,All Montney,11,,175,1852.336364,,,
00/D-095-A/094-B-16/0,All Montney,20,,90.1035,967.8,11.72579304,44.99173007,47.17192137
02/D-095-A/094-B-16/0,All Montney,20,,90,1507.835,11.26220907,49.2779484,49.51663447
00/C-098-A/094-B-16/0,All Montney,8,,170.5,1016.83875,10.9220987,44.49019048,42.52853835
02/C-098-A/094-B-16/0,All Montney,8,,182.125,1407.04125,10.90409329,45.18541363,46.46559844
00/D-098-A/094-B-16/0,All Montney,35,,31,75.41428571,,,
00/A-099-A/094-B-16/0,All Montney,9,,24.11111111,308.5777778,6.707802131,45.06568437,39.40021625
00/C-099-A/094-B-16/0,All Montney,8,,166.625,1011.0175,10.68832887,42.47585745,39.4304143
02/C-099-A/094-B-16/0,All Montney,8,,175.25,1249.82,11.25740256,43.05485191,44.31064142
00/D-099-A/094-B-16/0,All Montney,21,,61.21428571,549.3166667,6.73704588,55.89365704,46.41463715
02/D-099-A/094-B-16/0,All Montney,8,,178.25,1329.46125,6.707802131,45.06568437,39.40021625
03/D-099-A/094-B-16/0,All Montney,20,,60.35,647.5185,6.36061253,50.95482127,47.36369247
04/D-099-A/094-B-16/0,All Montney,8,,178.25,1341.4425,11.26387655,47.76907089,47.25467342
00/C-023-B/094-B-16/0,All Montney,9,689,175,1524.366667,,,
00/D-023-B/094-B-16/0,All Montney,9,432,175,1410.777778,9.84885269,40.62589161,53.29749001
00/C-026-B/094-B-16/0,All Montney,16,,91.670625,1100.86875,9.977112394,38.1036369,48.22049688
02/C-026-B/094-B-16/0,All Montney,16,,91.286875,876.46875,11.03069205,37.05888972,42.9563604
00/D-026-B/094-B-16/0,All Montney,15,,92.51266667,1186.92,10.92137409,38.33654388,47.93582213
02/D-026-B/094-B-16/0,All Montney,7,,153.49,2033.6,8.798385207,36.21638227,53.32691961
03/D-026-B/094-B-16/0,All Montney,7,,164.5814286,1807.485714,8.205085201,39.5655022,50.73156002
00/C-027-B/094-B-16/0,All Montney,10,315,154.2777778,2160.022222,9.568841731,58.60328459,55.08435195
02/C-027-B/094-B-16/0,All Montney,10,315,175.62,1576.78,10.27969142,58.75435221,49.79252643
00/D-027-B/094-B-16/0,All Montney,9,750,162.2777778,1899.466667,9.945788535,58.75217982,52.73529103
00/C-048-B/094-B-16/0,All Montney,19,504.5016981,64.73684211,579.179,8.96,37.39473684,53.0985
02/C-048-B/094-B-16/0,All Montney,20,385,65,574.1885,10.25675697,37.25472591,50.12725481
