UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
00/B-098-B/093-P-09/0,All Montney,11,782.203926,100,902.43,,,
00/C-098-B/093-P-09/0,All Montney,10,468,93.3,221.012,,,
02/C-098-B/093-P-09/0,All Montney,16,210,95,505.8117647,,,
00/D-098-B/093-P-09/0,All Montney,6,1000,100,221.6666667,,,
02/D-098-B/093-P-09/0,All Montney,7,305,97,256.7714286,,,
00/A-099-B/093-P-09/0,All Montney,12,319,99.33333333,509.4315385,,,
02/A-099-B/093-P-09/0,All Montney,9,546.2204278,100,282.6416667,,,
03/A-099-B/093-P-09/0,All Montney,17,,105,505.8117647,5.887195199,43.72144055,52.41697438
00/D-099-B/093-P-09/0,All Montney,10,840,210,570.59,,,
00/D-012-C/093-P-09/0,All Montney,1,235,52,,,,
00/A-064-C/093-P-09/0,All Montney,1,630,100,,,,
00/A-070-C/093-P-09/0,All Montney,1,465,122,,,,
00/A-070-C/093-P-09/0,All Montney,1,85,122,,,,
00/D-073-C/093-P-09/0,All Montney,21,,99.31428571,430.1438095,2.2,43.95582496,55.1
00/A-082-C/093-P-09/0,All Montney,8,535,,,,,
00/A-082-C/093-P-09/3,All Montney,8,535,100,243.895,,,
00/D-084-C/093-P-09/0,All Montney,22,,105,248.2272727,,,
00/C-091-C/093-P-09/0,All Montney,8,655,102,141,2.701329787,57.16148936,55.70833333
00/D-091-C/093-P-09/0,All Montney,2,844,77.05,,,,
00/A-040-E/093-P-09/2,All Montney,17,,105,578.2352941,,,
00/D-040-E/093-P-09/0,All Montney,17,,163.9147059,1342.511765,6.446957044,64.4907779,62.32660278
00/D-048-E/093-P-09/0,All Montney,3,,150,336.266,,,
00/B-057-E/093-P-09/0,All Montney,15,239.476827,50,113.5113333,,,
00/B-002-F/093-P-09/0,All Montney,5,1410,94.78,126.06,0.591666667,59.6433603,59.37962276
00/A-003-F/093-P-09/0,All Montney,1,640,30,140.1,,,
00/D-013-F/093-P-09/0,All Montney,16,381.1833884,90.875,297.429375,,,
00/D-014-F/093-P-09/0,All Montney,11,230,100,235.312,,,
00/B-021-F/093-P-09/0,All Montney,11,315,103.8181818,212.93,,,
02/B-021-F/093-P-09/0,All Montney,12,560,101.0833333,221.6858333,,,
00/A-023-F/093-P-09/0,All Montney,21,250,95,411.3714286,,,
02/A-023-F/093-P-09/0,All Montney,19,285,135,631.9842105,,,
00/C-023-F/093-P-09/0,All Montney,19,,135,631.9842105,,,
00/D-024-F/093-P-09/0,All Montney,21,,111.6666667,411.3714286,,,
00/D-039-F/093-P-09/0,All Montney,1,148,29.7,100.9,,,
00/C-042-F/093-P-09/0,All Montney,1,320,100,,,,
02/C-042-F/093-P-09/0,All Montney,22,,350,1917.213636,,59.29047809,
00/A-043-F/093-P-09/0,All Montney,21,,155.5519048,1081.3,0.928888889,58.20211982,50.31111111
00/B-043-F/093-P-09/0,All Montney,21,,161.3495238,1122.004762,0.85,59.67734887,52.5
00/B-047-F/093-P-09/0,All Montney,1,480,12.7,,,,
00/B-051-F/093-P-09/0,All Montney,2,738,150,,,,
00/A-060-F/093-P-09/0,All Montney,3,257,100,,,,
00/A-061-F/093-P-09/0,All Montney,11,,,,,,
00/B-063-F/093-P-09/0,All Montney,8,510,24.9,197,3.679187817,53.34680203,56.8115736
00/A-003-G/093-P-09/0,All Montney,1,790,100,,,,
00/A-003-G/093-P-09/2,All Montney,1,1080,100,,,,
00/B-004-G/093-P-09/0,All Montney,8,1050,100,212.57,,,
02/B-004-G/093-P-09/0,All Montney,12,622,102,278.11,3.306988089,48.51016934,51.15831587
00/C-004-G/093-P-09/0,All Montney,13,390.6059681,95.07692308,,,,
00/A-005-G/093-P-09/3,All Montney,1,790,100,,,,
00/B-007-G/093-P-09/0,All Montney,10,813,101.4,209.16,,,
02/B-007-G/093-P-09/0,All Montney,8,410,102.875,262.42375,,,
00/A-008-G/093-P-09/0,All Montney,8,470,101.625,251.57875,,,
00/C-009-G/093-P-09/0,All Montney,2,485,100,,,,
00/A-011-G/093-P-09/0,All Montney,2,1650,100,,,,
02/A-011-G/093-P-09/0,All Montney,11,1046,105,669.9645455,6.155687626,37.33110089,41.10197884
00/B-011-G/093-P-09/0,All Montney,6,725,100,120.2,,,
00/C-011-G/093-P-09/0,All Montney,11,1087,105,,,,
00/D-011-G/093-P-09/0,All Montney,11,1026,105,,,,
00/B-012-G/093-P-09/0,All Montney,8,945,100,182.525,,,
00/C-012-G/093-P-09/0,All Montney,2,1035,100,,,,
02/C-012-G/093-P-09/0,All Montney,8,420,100,204.05,,,
03/C-012-G/093-P-09/0,All Montney,19,,168.9473684,811.8957895,,50.80916789,
00/B-013-G/093-P-09/0,All Montney,9,480,100,224.2,,,
00/C-013-G/093-P-09/0,All Montney,9,665,102,222.808,,,
00/B-014-G/093-P-09/0,All Montney,8,610,89.75,275.77125,,,
02/B-014-G/093-P-09/0,All Montney,8,860,102,222.8875,,,
03/B-014-G/093-P-09/0,All Montney,8,609,100,,,,
00/C-014-G/093-P-09/0,All Montney,8,500,100,236.035,,,
00/A-015-G/093-P-09/0,All Montney,10,,204,640.16,6.665714798,45.98441009,50.5992637
00/D-015-G/093-P-09/0,All Montney,10,,210,806.81,,,
00/B-016-G/093-P-09/0,All Montney,8,390,100,239.15,,,
00/A-017-G/093-P-09/0,All Montney,4,260,100,,,,
02/A-017-G/093-P-09/0,All Montney,8,575,101.25,642.4275,,,
00/B-018-G/093-P-09/0,All Montney,10,287.6629125,100,332.11,,,
00/C-018-G/093-P-09/0,All Montney,8,600,107.125,246.6425,,,
00/D-019-G/093-P-09/0,All Montney,24,,246.4583333,1084.195833,,52.05369075,
00/A-021-G/093-P-09/0,All Montney,11,,105,758.2236364,6.100032336,38.96603072,40.35159983
00/B-021-G/093-P-09/0,All Montney,5,875,100,206.4,,,
00/C-021-G/093-P-09/0,All Montney,12,875,105,,,,
00/D-021-G/093-P-09/0,All Montney,1,845,100,,,,
02/D-021-G/093-P-09/0,All Montney,12,,105,753.8458333,,,
00/C-022-G/093-P-09/0,All Montney,10,585,102,196.1,,,
00/A-023-G/093-P-09/0,All Montney,10,565,102,199.66,,,
00/B-028-G/093-P-09/0,All Montney,8,700,94,189.025,,,
00/C-028-G/093-P-09/0,All Montney,8,540,100,239.41125,,,
00/B-032-G/093-P-09/0,All Montney,5,140,100,,,,
00/A-033-G/093-P-09/0,All Montney,11,318.1818182,175,755.5709091,,,
00/D-033-G/093-P-09/0,All Montney,18,157.7888098,100,559.9038889,,,
00/C-037-G/093-P-09/0,All Montney,8,,102,249.52,,,
02/C-037-G/093-P-09/0,All Montney,8,355,102,253.75,,,
00/D-037-G/093-P-09/2,All Montney,8,400,100,294.58375,,,
02/D-037-G/093-P-09/0,All Montney,10,600,,,,,
00/A-039-G/093-P-09/0,All Montney,10,375,102.2,185.0485714,,,
00/D-039-G/093-P-09/0,All Montney,10,765,101.4,197.8692857,,,
00/B-042-G/093-P-09/0,All Montney,10,455,175,726.677,,,
00/C-042-G/093-P-09/0,All Montney,11,,175,755.5709091,,,
00/B-044-G/093-P-09/0,All Montney,6,750,127.35,118.775,2.089557171,48.36791415,50.93360673
00/B-046-G/093-P-09/0,All Montney,9,205,100,242.877625,,,
00/C-046-G/093-P-09/0,All Montney,1,525,100,,,,
00/A-048-G/093-P-09/0,All Montney,8,,100,,,,
00/A-049-G/093-P-09/0,All Montney,8,475,100,206.55,,,
00/A-050-G/093-P-09/0,All Montney,9,435,100,255.225,,,
00/D-050-G/093-P-09/0,All Montney,5,180,100,,,,
00/B-052-G/093-P-09/0,All Montney,6,555,100,146.8825,,,
00/B-058-G/093-P-09/0,All Montney,26,,175,935.5807692,,,
00/A-001-H/093-P-09/0,All Montney,13,493,51,81.41583333,2.293797592,50.78675887,52.19097952
02/A-001-H/093-P-09/0,All Montney,16,,100,619.425,9.238208621,43.13905336,62.24380147
00/D-001-H/093-P-09/0,All Montney,14,487,51,61.35714286,2.870691935,39.03409803,39.81026884
02/D-001-H/093-P-09/0,All Montney,12,1006,51,78.99090909,2.924843724,47.64421301,46.99306436
00/C-003-H/093-P-09/0,All Montney,2,2190,100,,,,
00/A-004-H/093-P-09/0,All Montney,5,1833,100,120.4,,,
00/C-005-H/093-P-09/0,All Montney,5,1860,100,117.4,,,
00/D-005-H/093-P-09/0,All Montney,1,2650,100,,,,
00/D-005-H/093-P-09/2,All Montney,1,2125,100,,,,
02/D-005-H/093-P-09/0,All Montney,5,1287,100,108.12,,,
03/D-005-H/093-P-09/0,All Montney,11,975,100,140.7354545,,,
02/A-006-H/093-P-09/0,All Montney,22,517.0454545,55,376.4004545,6.803320043,42.41553681,46.81203697
04/A-006-H/093-P-09/0,All Montney,7,685,89.14285714,193.2857143,,,
00/B-006-H/093-P-09/0,All Montney,9,1000,100,155.4888889,,,
02/B-006-H/093-P-09/0,All Montney,8,530,100,137.74,,,
03/B-006-H/093-P-09/0,All Montney,8,900,98.875,327.055,,,
04/B-006-H/093-P-09/0,All Montney,11,,105,620.7272727,7.030090396,40.77398601,46.3219551
00/C-006-H/093-P-09/2,All Montney,4,2230,100,145,,,
00/D-006-H/093-P-09/0,All Montney,9,1050,100,150.9155556,,,
02/D-006-H/093-P-09/0,All Montney,8,1050,100,133.735,,,
03/D-006-H/093-P-09/0,All Montney,8,370,78.875,163.5,,,
00/B-007-H/093-P-09/0,All Montney,4,1050,205,522.525,,,
00/C-009-H/093-P-09/0,All Montney,7,675,100,108.76,,,
00/A-010-H/093-P-09/0,All Montney,8,1030,100,135.85,,,
00/B-010-H/093-P-09/0,All Montney,16,1251.35634,100,792.383125,5.939881243,41.76174232,47.75864962
00/C-010-H/093-P-09/0,All Montney,1,450,100,,,,
00/A-011-H/093-P-09/0,All Montney,4,345,100,107.6666667,,,
00/D-011-H/093-P-09/0,All Montney,6,745,100,115.7116667,,,
00/B-013-H/093-P-09/0,All Montney,5,2135,100,119.16,,,
00/C-013-H/093-P-09/0,All Montney,9,590,102,146.1155556,,,
02/C-013-H/093-P-09/0,All Montney,9,829,100,,,,
00/A-014-H/093-P-09/0,All Montney,4,788,100,133,,,
00/B-018-H/093-P-09/0,All Montney,5,172,100,217.16,,,
00/D-018-H/093-P-09/0,All Montney,,,,,,,
02/D-018-H/093-P-09/0,All Montney,8,1225,100,148.85,,,
00/D-019-H/093-P-09/4,All Montney,1,1170,100,,,,
00/B-020-H/093-P-09/0,All Montney,11,,105,668.9881818,6.155687626,37.33110089,41.10197884
00/C-020-H/093-P-09/0,All Montney,6,790,100,123.6983333,,,
00/A-022-H/093-P-09/0,All Montney,1,950,100,,,,
00/B-023-H/093-P-09/0,All Montney,4,2850,100,106.025,,,
02/B-023-H/093-P-09/0,All Montney,10,810,105.4,139.941,,,
00/B-025-H/093-P-09/0,All Montney,5,1675,100,157.3,,,
00/C-025-H/093-P-09/0,All Montney,4,2715,100,124.3,,,
00/D-025-H/093-P-09/0,All Montney,1,3000,100,,,,
02/D-025-H/093-P-09/0,All Montney,7,1290,100,130.1,,,
00/B-026-H/093-P-09/0,All Montney,4,2970,100,108.6666667,,,
02/B-026-H/093-P-09/0,All Montney,3,2260,100,117.3333333,,,
02/D-026-H/093-P-09/0,All Montney,10,835,102,162.67,,,
02/A-027-H/093-P-09/0,All Montney,8,1500,100,156.21375,,,
00/B-027-H/093-P-09/0,All Montney,2,1650,100,,,,
02/B-027-H/093-P-09/0,All Montney,1,1500,,,,,
00/B-029-H/093-P-09/0,All Montney,1,1265,100,,,,
00/C-029-H/093-P-09/0,All Montney,11,,105,662.2727273,6.787827406,41.12488598,46.94281084
00/D-030-H/093-P-09/0,All Montney,9,910,100,142.3444444,,,
02/D-030-H/093-P-09/0,All Montney,7,538,102,182.375,,,
00/B-033-H/093-P-09/0,All Montney,4,1270,100,145.25,,,
00/A-034-H/093-P-09/0,All Montney,6,935,100,120.1666667,,,
00/B-034-H/093-P-09/0,All Montney,5,990,100,119.6,,,
00/A-035-H/093-P-09/0,All Montney,10,913,91,180.931,,,
00/B-035-H/093-P-09/0,All Montney,4,3580,100,126.175,,,
00/D-037-H/093-P-09/0,All Montney,1,2670,100,,,,
00/B-038-H/093-P-09/0,All Montney,7,350,100,104.1785714,,,
00/B-039-H/093-P-09/0,All Montney,3,1700,100,85.96666667,,,
00/A-042-H/093-P-09/0,All Montney,1,1400,100,,,,
00/B-043-H/093-P-09/0,All Montney,8,1585,102.54875,119.5125,2.878442735,39.11752955,38.52802909
02/B-043-H/093-P-09/0,All Montney,6,705,100,171.325,,,
00/B-044-H/093-P-09/0,All Montney,5,1340,100,118.262,,,
02/B-044-H/093-P-09/0,All Montney,8,790,100,111.225,,,
00/A-047-H/093-P-09/0,All Montney,1,1670,100,,,,
00/C-047-H/093-P-09/0,All Montney,1,1050,100,,,,
00/B-048-H/093-P-09/0,All Montney,1,1325,100,,,,
00/C-048-H/093-P-09/0,All Montney,4,2955,100,124.9,,,
02/C-048-H/093-P-09/0,All Montney,8,650,100,155.05375,,,
00/A-050-H/093-P-09/0,All Montney,5,1920,100,119.4,,,
00/B-050-H/093-P-09/0,All Montney,1,1180,100,,,,
00/C-050-H/093-P-09/0,All Montney,5,708,100,147.24,,,
02/C-050-H/093-P-09/0,All Montney,8,460,100,136.55,,,
03/D-050-H/093-P-09/0,All Montney,8,800,101.75,145.6625,,,
00/B-058-H/093-P-09/0,All Montney,8,725,100,172.1375,,,
02/B-058-H/093-P-09/0,All Montney,9,451,102,144.7444444,,,
00/C-058-H/093-P-09/0,All Montney,6,1345,100,146.9833333,,,
02/C-058-H/093-P-09/0,All Montney,25,,175,700.2956,,,
00/B-060-H/093-P-09/0,All Montney,8,1155,100,159.6125,,,
02/B-060-H/093-P-09/0,All Montney,8,1140,100,168.64875,,,
00/C-060-H/093-P-09/0,All Montney,1,1450,100,,,,
00/B-068-H/093-P-09/0,All Montney,8,585,95.7475,134.5857143,2.374123487,37.22258731,36.37702248
02/B-068-H/093-P-09/0,All Montney,22,,170.2272727,746.1077273,6.607983479,43.79935978,53.30123506
00/B-073-A/093-P-10/2,All Montney,7,611.1631639,107.14,138.875,,,
00/D-085-A/093-P-10/0,All Montney,,,,,,,
02/B-004-B/093-P-10/2,All Montney,6,547.6304494,183.5,997.25,,,
00/B-017-B/093-P-10/0,All Montney,10,1498.179582,121.07,602.758,6.967003938,64.36956099,67.84821147
00/D-055-B/093-P-10/0,All Montney,1,203.0707611,135.9,,,,
00/B-063-B/093-P-10/0,All Montney,5,215.8082962,146,810.97,6.407783502,54.77647059,59.75861389
00/D-039-C/093-P-10/2,All Montney,13,281,124.7691667,1809.246,5.715056557,74.40047887,69.61662664
00/B-075-C/093-P-10/2,All Montney,12,241.6234864,100,2500.1425,,,
00/D-085-C/093-P-10/0,All Montney,,,,,,,
00/C-040-D/093-P-10/0,All Montney,,,,,,,
00/D-041-D/093-P-10/0,All Montney,,,,,,,
00/C-084-D/093-P-10/0,All Montney,,,,,,,
02/B-006-E/093-P-10/0,All Montney,,,,,,,
02/B-006-E/093-P-10/2,All Montney,13,345,120.0784615,119.6538462,5.089846476,66.27250593,67.79675874
00/C-010-E/093-P-10/0,All Montney,,,,,,,
00/D-043-H/093-P-10/0,All Montney,,,,,,,
00/A-034-A/093-P-11/0,All Montney,,,,,,,
00/C-041-A/093-P-11/0,All Montney,18,214.976891,150,1199.752222,,,
00/D-042-A/093-P-11/2,All Montney,8,404,92.495,2952.622857,6.445,57.7875,73.68933033
00/B-045-A/093-P-11/2,All Montney,,,,,,,
00/C-045-A/093-P-11/3,All Montney,10,103,157,1473.764,,,
00/C-011-H/093-P-11/2,All Montney,18,127.4922744,170.3846154,1240.14,,,
00/A-058-L/094-A-04/2,All Montney,,,,,,,
00/B-058-L/094-A-04/0,All Montney,,,,,,,
00/D-060-L/094-A-04/0,All Montney,,,,,,,
00/A-078-L/094-A-04/0,All Montney,10,,270,1562.42,,,
00/A-079-L/094-A-04/0,All Montney,9,,250,1886.344,,,
02/A-079-L/094-A-04/0,All Montney,9,,250,1920.393333,,,
03/A-079-L/094-A-04/0,All Montney,9,,250,2102.291111,,,
04/A-079-L/094-A-04/0,All Montney,9,,250,2102.291111,,,
05/A-079-L/094-A-04/0,All Montney,9,301.4355556,248.8888889,1851.555556,12.71601476,,
06/A-079-L/094-A-04/0,All Montney,9,,250,1920.393333,,,
00/B-079-L/094-A-04/0,All Montney,10,,254,1735.698,,,
00/A-080-L/094-A-04/0,All Montney,10,,232,2355.833333,,,
02/A-080-L/094-A-04/0,All Montney,19,,97.68421053,624.0157895,,,
03/A-080-L/094-A-04/0,All Montney,19,,97.42105263,639.3315789,,,
00/B-080-L/094-A-04/0,All Montney,12,,231.75,1833.822,,,
02/B-080-L/094-A-04/0,All Montney,18,,97.77777778,625.5444444,12.52897032,43.07348443,56.66354909
00/B-049-D/094-A-05/0,All Montney,,,,,,,
00/B-049-D/094-A-05/2,All Montney,10,513.45,161.9,1726.031,,,
00/D-030-E/094-A-05/0,All Montney,15,,117,851.24,7.713474461,51.62221778,
00/C-020-E/094-A-12/0,All Montney,9,182.7292977,124,1034.922222,,,
00/D-020-E/094-A-12/0,All Montney,10,,124,964.764,6.512390837,53.85791811,48.64881695
00/A-058-I/094-A-12/0,All Montney,29,,50,364.3558621,,,
00/C-075-I/094-A-12/0,All Montney,1,,50.4,231.5,3.4,44.6,31.2
02/B-082-I/094-A-12/0,All Montney,8,,200,1049.2,10,41.60520386,43.7476408
00/A-085-I/094-A-12/0,All Montney,6,,48.3,226.7016667,,,
00/C-085-I/094-A-12/0,All Montney,34,,48.82352941,312.8058824,8.670535379,32.35344092,52.56171411
00/D-092-I/094-A-12/0,All Montney,7,,191.4285714,1155.282857,10.86946054,40.24068837,46.66427171
00/C-095-I/094-A-12/0,All Montney,8,,52,72.7375,,,
00/B-057-K/094-A-12/0,All Montney,20,,60,523.4578947,9.075336075,43.31572338,45.6780669
00/D-062-K/094-A-12/0,All Montney,69,,47.82217391,256.1986957,5.728525703,46.43998914,49.20042371
00/B-025-L/094-A-12/0,All Montney,9,211.1666667,175,1068.155556,9.065454545,47.92754125,50.97
00/D-057-L/094-A-12/0,All Montney,9,114.3722222,114.66,1095.115,10.96983243,53.25334795,51.98414295
02/C-026-A/094-A-13/0,All Montney,36,,46.19444444,385.9694444,7.434305393,44.02940359,49.35102773
00/C-015-B/094-A-13/0,All Montney,1,1400,120,,,,
02/C-058-B/094-A-13/0,All Montney,1,100,80,,,,
00/A-018-C/094-A-13/0,All Montney,,,,,,,
00/C-025-C/094-A-13/0,All Montney,11,100,99.45455,1367.114286,11.58734623,45.85213244,60.49675518
00/A-040-C/094-A-13/0,All Montney,11,220,89.24545,25.28,10.73259494,50.09462025,46.74153481
00/A-050-C/094-A-13/2,All Montney,1,1000,,,,,
00/C-088-C/094-A-13/0,All Montney,,,,,,,
00/A-006-D/094-A-13/2,All Montney,9,,175.3333333,1261.377778,10.1355967,55.4477316,46.97240138
02/B-013-D/094-A-13/0,All Montney,,,,,,,
03/B-013-D/094-A-13/0,All Montney,,,,,,,
00/A-014-D/094-A-13/0,All Montney,,,,,,,
00/A-044-D/094-A-13/0,All Montney,8,214.0352394,175,1657.6375,,,
00/A-055-D/094-A-13/0,All Montney,1,675,51,1276.5,,,
00/A-055-D/094-A-13/2,All Montney,1,,51,310.3,,,
00/B-060-D/094-A-13/0,All Montney,,,,,,,
02/B-060-D/094-A-13/0,All Montney,,,,,,,
00/C-060-D/094-A-13/0,All Montney,,,,,,,
00/D-060-D/094-A-13/0,All Montney,12,248.8115357,175,2091.349,9.82773913,39.17457853,50.80093846
02/D-060-D/094-A-13/0,All Montney,,,,,,,
03/D-060-D/094-A-13/0,All Montney,,,,,,,
00/B-061-D/094-A-13/0,All Montney,13,,99,518.8530769,10.07923077,36.4275,42.51144951
00/A-070-D/094-A-13/2,All Montney,11,,175,1592.936364,,,
02/A-070-D/094-A-13/0,All Montney,11,,175,1571.449091,9.631063578,38.27028208,47.50757483
00/B-071-D/094-A-13/0,All Montney,9,308.2196342,175,1023.475,10.53757228,55.80251961,55.26507979
00/A-100-D/094-A-13/0,All Montney,9,,175,1639.266667,9.752584991,42.36925839,52.24881193
02/A-100-D/094-A-13/0,All Montney,9,,175,1354.511111,10.62409602,35.82210074,47.9124247
00/D-100-D/094-A-13/0,All Montney,8,,129,1845.375,10.50554023,40.45590416,53.79214508
02/B-007-E/094-A-13/0,All Montney,1,450,100,,,,
00/C-015-E/094-A-13/0,All Montney,,,,,,,
02/B-018-E/094-A-13/0,All Montney,20,,60,521.825,10.0278524,30.10707057,40.22689647
02/C-046-E/094-A-13/0,All Montney,16,,120.549375,1186.4125,9.507280542,40.52287448,41.04737757
00/D-046-E/094-A-13/0,All Montney,21,,80.36761905,1114.733333,9.207301897,46.52051726,46.15997715
00/D-060-E/094-A-13/0,All Montney,9,160.0209526,175,2063.697778,7.974753937,52.35991864,57.35188373
02/D-060-E/094-A-13/0,All Montney,9,50.20333333,175,1392.433333,11.52654781,50.59121328,48.51436171
03/D-060-E/094-A-13/0,All Montney,9,465.1666321,175,1707.958889,9.966063005,53.66665609,54.09327605
00/A-074-E/094-A-13/0,All Montney,,,,,,,
00/A-074-E/094-A-13/2,All Montney,19,,94.02631579,556.2684211,8.590489088,,53.31536817
00/C-090-E/094-A-13/0,All Montney,,,,,,,
02/C-090-E/094-A-13/0,All Montney,16,,88.285625,1219.31875,7.320269158,46.84081147,52.30996411
03/C-090-E/094-A-13/0,All Montney,21,,96.76238095,973.4142857,10.51555679,42.8898666,50.30337741
00/D-090-E/094-A-13/0,All Montney,20,,97.7285,1228.9,8.697730491,45.36918494,53.57562658
02/D-090-E/094-A-13/0,All Montney,20,,97.8795,1054.645,10.73643635,43.66208554,49.06054312
00/B-095-E/094-A-13/0,All Montney,,,,,,,
00/A-100-E/094-A-13/0,All Montney,10,54,175,1200,8.473343649,35.80664785,54.72608056
00/D-100-E/094-A-13/0,All Montney,9,61.09364657,175,1200,9.92924415,38.60332086,55.63458123
02/D-100-E/094-A-13/0,All Montney,9,562.9860793,175,1200,,,
00/C-010-G/094-A-13/0,All Montney,24,108.8354167,49.95833333,291.6583333,7.691573347,45.60847126,42.21003749
00/D-012-I/094-A-13/0,All Montney,,,,,,,
00/D-043-I/094-A-13/0,All Montney,12,,198.2491667,1196.175,11.64143973,44.07526073,51.86092824
00/D-044-I/094-A-13/0,All Montney,,,,,,,
00/B-052-I/094-A-13/0,All Montney,38,,59.73421053,410.0157895,9.128156556,32.94840135,47.79206898
00/A-060-I/094-A-13/5,All Montney,1,350,100,,,35.8,44.7
00/A-072-I/094-A-13/0,All Montney,11,171.2939568,120,793.5454545,8.425792048,47.19487226,53.8767144
00/B-076-I/094-A-13/0,All Montney,6,448.8528671,150,778.5166667,,,
00/C-085-I/094-A-13/0,All Montney,7,119.6212218,108.5714286,689.3,8.453203042,47.91459244,52.47957141
00/B-072-J/094-A-13/0,All Montney,,,,,,,
00/A-094-J/094-A-13/0,All Montney,,,,,,,
00/D-021-K/094-A-13/2,All Montney,10,650.3,137.5,963.344,10.93099331,42.86459284,50.07922439
00/D-043-K/094-A-13/0,All Montney,10,651.4003168,137.5,,,,
00/C-021-L/094-A-13/0,All Montney,,535.0975,179,,,,
00/C-021-L/094-A-13/0,All Montney,,535.0975,154,,,,
00/C-005-J/094-A-14/0,All Montney,1,246.7563374,60.6,,,,
00/A-010-L/094-A-14/2,All Montney,38,205.8899948,60,384.8487179,9.395046257,33.68087723,48.36851194
00/D-068-L/094-A-14/0,All Montney,24,,73.16666667,321.8958333,9.40691088,26.5525843,44.37782403
00/D-096-L/094-A-14/0,All Montney,17,312.8752098,65,249.5722222,9,28.33529412,29.93846154
00/D-021-H/094-B-01/2,All Montney,4,1110,180,984.025,,,
00/B-006-I/094-B-01/2,All Montney,5,,188,1246.28,,,
00/C-006-I/094-B-01/0,All Montney,8,293.6649107,180,1271.9,,,
00/A-007-I/094-B-01/0,All Montney,1,,180,1398,12.4,55.9,55.8
00/B-015-I/094-B-01/0,All Montney,1,,178.24,1294,,,
00/B-015-I/094-B-01/2,All Montney,1,,194.4,1201,,,
00/B-015-I/094-B-01/3,All Montney,2,,186.625,1190.7,,,
00/D-026-I/094-B-01/2,All Montney,8,468.2922873,170,1452.5875,,,
00/B-034-I/094-B-01/0,All Montney,10,,227,1677.45,,,
00/D-040-I/094-B-01/0,All Montney,13,152.0046736,202.3461538,2046.966667,,,
02/C-048-I/094-B-01/0,All Montney,,,,,,,
00/A-051-I/094-B-01/0,All Montney,20,,96,703.9,11.02041999,46.25801028,57.4464614
00/B-051-I/094-B-01/0,All Montney,10,,480,2643.985714,,,
02/B-051-I/094-B-01/0,All Montney,19,,95.89473684,703.6157895,10.00909091,49.43752629,57.95018513
00/D-051-I/094-B-01/0,All Montney,20,,96,719.37,12.08967808,48.00875246,57.04790131
00/A-052-I/094-B-01/0,All Montney,11,,185,993.3705882,,,
02/A-052-I/094-B-01/0,All Montney,11,,180,2320.3,10.09787663,54.32072245,61.87385798
03/A-052-I/094-B-01/0,All Montney,12,,366.25,3531.376667,,,
00/B-052-I/094-B-01/3,All Montney,14,,395.7142857,3464.331333,,,
02/B-052-I/094-B-01/0,All Montney,13,,355.7692308,2658.376923,,,
00/A-053-I/094-B-01/0,All Montney,13,,220.6153846,2105.645,,,
02/A-053-I/094-B-01/0,All Montney,14,,233.0769231,2483.342857,,,
00/B-053-I/094-B-01/0,All Montney,10,,336,2379.326923,,,
02/B-053-I/094-B-01/0,All Montney,1,279.3,240,2943,9.4,63.5,61.8
03/B-053-I/094-B-01/0,All Montney,11,,337,3157.456364,8.801640619,62.0412657,61.11987621
00/D-053-I/094-B-01/0,All Montney,12,,181.6666667,1840.984167,,,
00/A-054-I/094-B-01/0,All Montney,10,,229.7,2156.309091,,,
02/A-054-I/094-B-01/0,All Montney,10,156.918038,257.2,2458.691,,,
00/C-063-I/094-B-01/0,All Montney,12,590,170,1044.175,15.83818086,,55.66942562
02/C-063-I/094-B-01/0,All Montney,14,,240,2012.507143,15.82805161,39.37941268,58.84985904
00/A-064-I/094-B-01/0,All Montney,12,640,170,1209.784167,15.59080699,51.84382666,59.50397609
00/D-064-I/094-B-01/0,All Montney,,,,,,,
00/D-064-I/094-B-01/2,All Montney,,,,,,,
00/C-065-I/094-B-01/0,All Montney,11,1360,240,3512.863636,11.50138944,53.81179187,63.54255854
00/D-065-I/094-B-01/0,All Montney,12,470,170,1100.491667,,,
02/D-065-I/094-B-01/0,All Montney,13,316.9493019,225.7692308,3401.007692,12.11028028,58.93618778,62.64895801
02/B-067-I/094-B-01/0,All Montney,,,,,,,
00/B-071-I/094-B-01/0,All Montney,3,,378,811.9125,,,
02/B-071-I/094-B-01/2,All Montney,9,,240.5555556,2298.374444,,,
03/B-071-I/094-B-01/0,All Montney,9,380.2171587,239.2,1437.043333,,,
04/B-071-I/094-B-01/0,All Montney,7,,254,2251.395,,,
05/B-071-I/094-B-01/0,All Montney,15,,144,1406.125,,,
06/B-071-I/094-B-01/0,All Montney,11,,120,935.8718182,,,
07/B-071-I/094-B-01/0,All Montney,14,,185.2914286,1354,8.95960642,39.65093879,53.45550201
00/A-072-I/094-B-01/0,All Montney,15,,179.15,1423.46,8.145541609,44.58889092,58.7679589
02/A-072-I/094-B-01/0,All Montney,13,,184.8823077,1312.223077,8.325119357,50.66389159,57.27916748
00/C-072-I/094-B-01/0,All Montney,12,220,240,1688.008333,11.57127433,50.82632935,61.44585187
00/A-073-I/094-B-01/0,All Montney,13,533.2589134,243.0769231,2092.876923,12.5874626,46.59120791,61.39790498
